created_at,id,text,screen_name,rt,fav
Wed Mar 11 17:00:22 +0000 2015,5.75703E+17,Any #millennial #Minters filing taxes for the first time? Check out these 5 helpful links: http://t.co/YwQJgFIX4H http://t.co/oqX0qsDAlj,mint,4,5
,,,,,
Wed Mar 11 16:00:34 +0000 2015,5.75688E+17,Need help setting aside some $$$? Watch how to make those #EverydaySavings last: http://t.co/sg9WKmUKRA #VIDEO #EverydayTriumphs,mint,2,2
,,,,,
Tue Mar 10 16:00:34 +0000 2015,5.75325E+17,Curious how travel rewards credit cards really work? Find out: http://t.co/NuEVQPfe6L via @wisebread,mint,3,5
,,,,,
Tue Mar 10 00:00:11 +0000 2015,5.75084E+17,"#Minters, low on cash after the #weekend? Follow these #tips for making $50 today! http://t.co/11VCaBFRq1 via @POPSUGARSmart",mint,3,8
,,,,,
Mon Mar 09 18:52:45 +0000 2015,5.75006E+17,"Excited to announce Mint will be available on the #AppleWatch, making it easier to do more w/ your money! #AppleLive http://t.co/NW3KI8ViST",mint,50,45
,,,,,
Sat Mar 07 17:00:23 +0000 2015,5.74253E+17,"#MintTip: This #date night, woo your lady or gent by whipping up one of these homemade meals: http://t.co/Y8HGFkpesZ via @BuzzFeed",mint,2,5
,,,,,
Fri Mar 06 22:00:24 +0000 2015,5.73966E+17,Finances don\u2019t have to be scary. We'll be your helping hand while you plan for a better future http://t.co/nHfqOyY4n7 http://t.co/oopfQDQiT6,mint,4,5
