created_at,id,text,screen_name,rt,fav
Thu Aug 27 17:05:33 +0000 2015,636947671547146240,Know a student heading to #college this fall? Help them out with these top 5 student #loan tips via @CollegeInvestin: http://t.co/b1joT3AJxu,PersonalCapital,2,2
Wed Aug 26 20:51:15 +0000 2015,636642084951224320,"In volatile markets and changing consumer needs, we're straddling the line between #robo &amp; traditional #advisors: http://t.co/niGyG84rOb",PersonalCapital,1,2
Wed Aug 26 20:11:28 +0000 2015,636632071608229888,RT @ItPaysDividends: @PersonalCapital is a great tool to bring all your investment accounts together and provides good analysis #CreditChat,PersonalCapital,4,0
Wed Aug 26 18:31:21 +0000 2015,636606876063371264,Are you teaching your #kids what they need to know about money? @JulieLMayfield shows you what to do in today's blog: http://t.co/LhqUtlNbju,PersonalCapital,2,2
Tue Aug 25 20:41:58 +0000 2015,636277358274547712,"RT @BillHarris_PC: With #stocks slumped globally this past week, @WSJ's @jasonzweigwsj covers the 5 things investors shouldn't do now: http\u2026",PersonalCapital,4,0
Mon Aug 24 20:06:21 +0000 2015,635906008951291904,"When market conditions take a turn for the worst, how will you react? #USstocks #ChinaMeltdown http://t.co/5aBThOCyHR http://t.co/4IzVtECShq",PersonalCapital,3,3
Mon Aug 24 17:39:15 +0000 2015,635868988031959041,"If you're a #Millennial, it's time to be proactive about #retirement planning. Try these 6 tips to get started: http://t.co/GZOqDOf1TW",PersonalCapital,0,1
Fri Aug 21 23:19:15 +0000 2015,634867387490131969,Global #stocks fell sharply this week driven by fresh fears of a slowdown in #China: http://t.co/zLDrfeGKDU http://t.co/1c5zFh2iTn,PersonalCapital,0,1
Fri Aug 21 19:09:18 +0000 2015,634804485802426368,Report shows only 51% of US singles have a #retirement savings account. What this means for you via @chicagotribune:  http://t.co/RLzAq4Ysda,PersonalCapital,0,0
Thu Aug 20 22:48:17 +0000 2015,634497210118500353,"Ready for #retirement? Answer these 4 questions and you'll be well on your way, @realdealretire: http://t.co/zu57vFOP38",PersonalCapital,1,2
Wed Aug 19 21:55:35 +0000 2015,634121557271404544,"RT @BillHarris_PC: The key to a happy early #retirement? A few new rules to play by, via @businessinsider @RosatoDonna: http://t.co/oRmEAIv\u2026",PersonalCapital,1,0
Wed Aug 19 19:03:10 +0000 2015,634078167301361664,You don't have to break the bank to take the kids on #vacation. #Travel tips in today's blog: http://t.co/xwIY7sPvYa http://t.co/EggzcDxIwv,PersonalCapital,0,2
Tue Aug 18 22:57:16 +0000 2015,633774694961811456,Stumped on what to teach your #kids about #money? @USATODAY's @nancihellmich has a few expert pointers:  http://t.co/QWUEhWlLh3,PersonalCapital,0,1
Mon Aug 17 23:07:22 +0000 2015,633414848513048576,"Got your eye on an early #retirement? A few things to consider, via @businessinsider: http://t.co/B4lyZqx51z",PersonalCapital,0,1
Mon Aug 17 20:42:19 +0000 2015,633378342872285184,"We're on @consumerreports' Top 5 Tools For 401k Investors list, via @TobieStanger, #401k:  http://t.co/0dEaPDxmeX",PersonalCapital,1,2
Fri Aug 14 23:13:16 +0000 2015,632329169964167168,#China rattles the market this week by devaluing the #yuan. More money news here: http://t.co/P3oHkNOwwE http://t.co/p5gSCYpCsA,PersonalCapital,0,1
Thu Aug 13 21:56:19 +0000 2015,631947413364736000,".@USDOL's 4 days of public hearings on the #FiduciaryStandard are coming to a close. What's next, #saveourretirement: http://t.co/BUEDJwEVX7",PersonalCapital,1,0
Thu Aug 13 17:03:04 +0000 2015,631873618532691969,Know you need to plan for #retirement but no clue where to start? Let us help: http://t.co/KJaGU8EycF http://t.co/v7Pp9rGN8W,PersonalCapital,1,4
Wed Aug 12 18:37:42 +0000 2015,631535045195333632,"Can #debt and #retirement savings live in harmony? Get the scoop, via @TheStreet: https://t.co/smZ522xZie",PersonalCapital,1,1
Wed Aug 12 18:30:53 +0000 2015,631533328122773504,"Ready to buy a #vacation home, but unsure where to start? Tips from the pros @Zillow on today's blog @jenniferriner:  http://t.co/9cRFXNcAv9",PersonalCapital,1,1
Tue Aug 11 23:09:18 +0000 2015,631241008454316032,"Is a #market correction on the horizon? 63% of Americans think so, via @USATODAY: http://t.co/5nrthJN7Fw",PersonalCapital,1,1
Tue Aug 11 16:59:29 +0000 2015,631147940803801088,RT @USATODAY: What is fiduciary rule? http://t.co/jESg1CmEDf,PersonalCapital,26,0
Sat Aug 08 00:33:08 +0000 2015,629812553481256964,Gearing up for a big week when @USDOL begins hearings on the proposed expansion of #FiduciaryStandard next Monday: http://t.co/r3G5CjQ60A,PersonalCapital,1,0
Fri Aug 07 22:02:52 +0000 2015,629774737476988928,What's new in #markets this week? Find out in today's Market Digest: http://t.co/ScUU5gdTC9 http://t.co/dn7Ss6r8RF,PersonalCapital,1,0
Fri Aug 07 21:21:27 +0000 2015,629764314870648832,RT @BillHarris_PC: We're backing @USDOL's #FiduciaryRule expanding adviser responsibility to put client interest first: http://t.co/msop8me\u2026,PersonalCapital,3,0
Thu Aug 06 21:02:19 +0000 2015,629397112430551040,We had a great time chatting with folks at @Wikia's Finance Fair about #retirement planning and financial wellness! http://t.co/PlJxkzx02K,PersonalCapital,0,0
Thu Aug 06 18:34:06 +0000 2015,629359812455886849,RT @YoungFinances: 6 Finance Apps That Help Millennials Embrace Geekness #MoneyNerdsUnite including @personalcapital  http://t.co/IiOvxSnwYK,PersonalCapital,2,0
Thu Aug 06 17:31:34 +0000 2015,629344075469225984,"From management fees to account minimums, @NerdWallet has the low-down on how to chose an online #adviser:  http://t.co/gurDxkVeqs",PersonalCapital,1,0
Wed Aug 05 16:48:23 +0000 2015,628970817070567425,55% of Americans feel unprepared for #retirement. Here's what you can do about it:  http://t.co/gaQZZKLr8x http://t.co/1NT5ipaANC,PersonalCapital,3,2
Tue Aug 04 23:46:40 +0000 2015,628713695909031936,Is your #financial #adviser earning a living by putting your interests at risk? More via @HuffPostBlog @DanSolin: http://t.co/za7o4GdE0L,PersonalCapital,0,3
Tue Aug 04 20:52:13 +0000 2015,628669793592152064,Got your #financial priorities in order? Only if #retirement is at the top of your to-do list:  http://t.co/vnhhsLUwzw,PersonalCapital,0,0
Mon Aug 03 22:37:13 +0000 2015,628333830710132737,"Is your #financial #advisor acting in your best interest, or theirs?  http://t.co/nqvve1GSj8",PersonalCapital,1,2
Mon Aug 03 20:09:02 +0000 2015,628296536590413824,"Thanks for the shout out as choice #WealthManagement software, @GOBankingRates! http://t.co/W0jNc3G2F9",PersonalCapital,2,0
Fri Jul 31 22:02:24 +0000 2015,627237903387594752,All eyes were on the US #economy with an updated Fed statement and Q2 #GDP figures this week. More in Market Digest: http://t.co/2edTVTiDxH,PersonalCapital,0,0
Fri Jul 31 21:02:11 +0000 2015,627222751292424192,#IDtheft can happen to anyone. Follow these 9 tips to stay safe:  http://t.co/2zzwcA3N6p,PersonalCapital,0,1
Fri Jul 31 19:45:11 +0000 2015,627203374102921220,RT @BillHarris_PC: A move toward the #fiduciary standard is long overdue: http://t.co/XGTw0B5osv via @WSJ @aprior,PersonalCapital,4,0
Thu Jul 30 17:17:49 +0000 2015,626803896741027846,RT @FinAd_IQ: .@PersonalCapital survey: Nearly all investors would bail if they knew their broker wasn\u2019t a fiduciary. http://t.co/ZT2zn8DPn6,PersonalCapital,3,0
Thu Jul 30 16:10:29 +0000 2015,626786954529517568,Why aren't Americans able to save more? Meager #salary growth in recent decades may be part of the problem: http://t.co/OkBz6bLDqj,PersonalCapital,1,2
Wed Jul 29 22:06:17 +0000 2015,626514103834513408,"35% of pre-retired Americans believe they need less than $1 million to #retire, according to our data in @USATODAY. http://t.co/vAShqKSUAy",PersonalCapital,7,1
Wed Jul 29 19:43:53 +0000 2015,626478267592081408,RT @USATODAY: How much will you need to retire? http://t.co/PCioWFluLh,PersonalCapital,32,0
Wed Jul 29 17:10:39 +0000 2015,626439708919205888,51% of Americans rank Uber drivers among the most trusted professionals. What does this mean for your #broker? http://t.co/Ze8gkVn1ei,PersonalCapital,2,1
Tue Jul 28 17:03:01 +0000 2015,626075398451785728,"Our survey launched today reveals US consumers trust Uber drivers over #financial #brokers, more via @aprior @wsj:  http://t.co/hvk4g4JG82",PersonalCapital,1,3
Mon Jul 27 22:32:15 +0000 2015,625795863923679233,"In the #personalfinance industry, transparency is the way forward, via Bill Harris in @newsfromIN:  http://t.co/9s22HPO4s9",PersonalCapital,1,2
Mon Jul 27 17:25:29 +0000 2015,625718663954370560,"In the fight for #RetirementSecurity, we're supporting @USDOL's Conflict Of Interest Rule:  http://t.co/YWx0VJAJGc http://t.co/58Y9js7cbA",PersonalCapital,3,1
Fri Jul 24 22:10:41 +0000 2015,624703274323554304,"In today's #Market Recap, it was another rough week for #commodities:  http://t.co/YB7zSbk63e http://t.co/g2BG7KdwM6",PersonalCapital,0,2
Thu Jul 23 23:02:08 +0000 2015,624353831623770112,"If you're gunning for a #raise, you might want to check this out first:  http://t.co/J2HCJwKfqq http://t.co/939HyjsFzm",PersonalCapital,0,1
Thu Jul 23 20:15:46 +0000 2015,624311966501220352,"Not shopping around for #carinsurance could be costing you as much as $4,600:  http://t.co/GU7SFQY7oh",PersonalCapital,0,2
Wed Jul 22 19:30:48 +0000 2015,623938262168567808,"If the thought of checking your #creditscore makes you nervous, rest easy knowing these factors aren't affecting it: http://t.co/WVU8GYRzQU",PersonalCapital,0,2
Wed Jul 22 17:02:58 +0000 2015,623901056943042562,"Know a recent #grad? Help them out with these #money management tips, via @MichaelRuderman: http://t.co/jPWEIAJS8b http://t.co/vV9Lef0eiO",PersonalCapital,0,1
Tue Jul 21 21:05:14 +0000 2015,623599640529604608,Conflicted advice costs savers $17 billion each year. Let's take back retirement together: http://t.co/0TNqtU1WWA #saveourretirement,PersonalCapital,4,1
Tue Jul 21 17:02:46 +0000 2015,623538619370766336,.@FoxBusiness reveals the 7 states that provide the most bang for your buck in #retirement: http://t.co/70xBiF1jTH http://t.co/WM3cb4Gfgv,PersonalCapital,0,0
Mon Jul 20 18:45:41 +0000 2015,623202132020203520,Bags packed for a #summer trip? Use these 5 tips to get your #portfolio ready before take-off: http://t.co/XxOxX1siD9 http://t.co/62e8yyUynT,PersonalCapital,1,1
Mon Jul 20 16:21:19 +0000 2015,623165802150100992,Nearing #retirement? Get ready for these expenses to change:  http://t.co/uOO8iplDNR http://t.co/2HnnC32vga,PersonalCapital,0,0
Fri Jul 17 22:31:00 +0000 2015,622171669772156928,"This week, #earnings season kicked off on a positive note. More news in today's #Market Recap: http://t.co/OlKnNiAddQ http://t.co/j5XPmdagpE",PersonalCapital,1,0
Fri Jul 17 18:15:41 +0000 2015,622107418957189120,"How are some #Millennials saving 50% of their #income, while others are just scraping by? Find out via @MarketWatch: http://t.co/T7m8YA8o1p",PersonalCapital,1,1
Thu Jul 16 23:52:17 +0000 2015,621829741176197120,"Thanks for a great chat on the Money Show today @Betterment COO, Eli Broverman! #fintech #SiliconValley @EliBroverman http://t.co/rDwYNKagCR",PersonalCapital,1,10
Thu Jul 16 16:48:53 +0000 2015,621723185172459520,RT @MichaelKitces: Congrats @BillHarris_PC &amp; @PersonalCapital on crossing the $1.5B AUM mark! #HybridAdvisor Cc @BillWinterberg @FinTechie \u2026,PersonalCapital,2,0
Thu Jul 16 16:48:23 +0000 2015,621723059335004160,"As #homeownership lags, young #renters may get left behind in building wealth: http://t.co/o9fQs75zOb http://t.co/rkKC5JIYGH",PersonalCapital,0,3
Wed Jul 15 22:47:21 +0000 2015,621451008514789376,Is your #portfolio ready for summer? Find out in today's blog: http://t.co/q7crUynFBz http://t.co/Pkyf7Pdmyu,PersonalCapital,0,0
Tue Jul 14 18:38:42 +0000 2015,621026046381395968,We're live from @Yelp chatting about closing the gender #investing gap with Catha Mullen and Michelle Brownstein! http://t.co/RUn4hBuAVv,PersonalCapital,2,5
Tue Jul 14 16:40:45 +0000 2015,620996363803738112,Time for a #raise? Here's how to get it:  http://t.co/6pXdqwiRTy http://t.co/OgpYrgiC0d,PersonalCapital,1,0
Mon Jul 13 20:58:13 +0000 2015,620698770536148992,We couldn't agree more! https://t.co/yMQCtCGfZY,PersonalCapital,1,1
Mon Jul 13 20:43:16 +0000 2015,620695007943462912,Our Q2 Market Review is live! Get the scoop here: http://t.co/BjfjJChwtv http://t.co/BfFXYMxUHR,PersonalCapital,0,1
Mon Jul 13 16:44:54 +0000 2015,620635021812961280,We're among @Forbes' 5 excellent #retirement calculators! Check us out here: http://t.co/vtSVaxScMn http://t.co/UlVyLHKvm5,PersonalCapital,0,1
Mon Jul 13 16:17:20 +0000 2015,620628084975243264,RT @NASDAQ: Congratulations to @PersonalCapital on making @CNBC's 2015 #Disruptor50 list! http://t.co/tW9dlrpS0j,PersonalCapital,15,0
Mon Jul 13 16:17:20 +0000 2015,620628084975243264,RT @NASDAQ: Congratulations to @PersonalCapital on making @CNBC's 2015 #Disruptor50 list! http://t.co/tW9dlrpS0j,PersonalCapital,15,0
Fri Jul 10 23:26:14 +0000 2015,619648856842633216,"This week in markets, #Greece may see another #bailout package:  http://t.co/ugDpGsXPAE http://t.co/yg2R9ZgSzx",PersonalCapital,0,0
Fri Jul 10 22:30:48 +0000 2015,619634904783925249,"#Mortgage rates take a dip amid global market #volatility, via @USAToday: http://t.co/hYLgx9QNHS http://t.co/rszK2vqNiJ",PersonalCapital,0,0
Thu Jul 09 23:29:12 +0000 2015,619287215705714688,The key to investing in your 20's? Find out via @DivHut: http://t.co/RRIhw1SIWp,PersonalCapital,2,0
Thu Jul 09 22:32:01 +0000 2015,619272825891721216,"How is the power of ""free"" affecting your spending habits? Get the scoop via @WSJ:  http://t.co/UzJ9oWiDi6 http://t.co/dwxNWMAf4w",PersonalCapital,2,1
Thu Jul 09 18:13:18 +0000 2015,619207716611989504,"When finances get complicated, investors will always need a human touch. CEO Bill Harris on #robo fees, via @medium: http://t.co/ceqQ3S81Hs",PersonalCapital,5,3
Thu Jul 09 00:07:15 +0000 2015,618934402916048896,"How long would it take to pay off $2,000 of #creditcard #debt with minimum payments only? The astonishing results: http://t.co/CvbmDCovLZ",PersonalCapital,4,0
Wed Jul 08 18:32:18 +0000 2015,618850108138917889,20% of US 25-34 year olds live at home with parents or grandparents. What this means for you: http://t.co/G1fe4Cq4rk http://t.co/PMItB84lx0,PersonalCapital,0,2
Tue Jul 07 20:10:28 +0000 2015,618512426300891136,Money matters when it comes to a merry matrimony. @Forbes on how to get on the same financial page: http://t.co/OUmM84WArS,PersonalCapital,0,2
Tue Jul 07 20:01:38 +0000 2015,618510204968153088,"Let's get #digital about #personalfinance! Join us on The Money Show, July 16-18. http://t.co/awwxJkA9OO http://t.co/x4DbRQad1e",PersonalCapital,0,0
Mon Jul 06 20:30:50 +0000 2015,618155161916018688,Nearing #retirement without enough funds? @NYTimes has a few tips to stretch every dollar:  http://t.co/fSSCzC7eic,PersonalCapital,1,1
Mon Jul 06 19:58:26 +0000 2015,618147011477422080,RT @gogirlfinance: Will you be ready for retirement? Find out here http://t.co/7cFAT4H1o2 via @PersonalCapital,PersonalCapital,2,0
Sat Jul 04 16:03:54 +0000 2015,617363213122834432,Happy 4th of July from the team at Personal Capital! http://t.co/BKWPMJmliR,PersonalCapital,0,3
Thu Jul 02 22:40:35 +0000 2015,616738265844969472,Q2 has ended in volatility tied to events in #Greece. This and more #market news: http://t.co/NNTcJn34Vq,PersonalCapital,0,1
Thu Jul 02 20:31:13 +0000 2015,616705707816017925,Has your credit score taken a dip? Why not to worry: http://t.co/P3k4SRj5gU http://t.co/DKStm9LD3j,PersonalCapital,0,0
Thu Jul 02 17:40:48 +0000 2015,616662822748073984,"Are secret #broker fees taking a bite out of your #retirement? Find out, via @TheStreet: http://t.co/mYF8mAfhRL http://t.co/cVYVOxP5mU",PersonalCapital,0,3
Wed Jul 01 21:04:18 +0000 2015,616351647057350656,72% of #Millennials believe they're better off #financially than their parents. But are they? http://t.co/4FfExCCUih http://t.co/Lvlr2xFU5W,PersonalCapital,2,3
Wed Jul 01 16:47:19 +0000 2015,616286976484884480,Celebrate your independence this July 4th - financially speaking: http://t.co/qXfVIS3MVW http://t.co/W2Sdd9trTF,PersonalCapital,1,1
Tue Jun 30 23:06:19 +0000 2015,616019967230783488,Know you need a plan for #retirement but unsure where to start? Check out Retirement Planner:  http://t.co/LAhVrlB8Dv http://t.co/dzFASZXQrl,PersonalCapital,0,1
Tue Jun 30 16:41:16 +0000 2015,615923066300805120,"Quick tips to boost the value of your home, even if you're on a budget via @USNewsMoney: http://t.co/g73NQDaa8A http://t.co/bvuzvBMJhK",PersonalCapital,0,2
Mon Jun 29 22:47:17 +0000 2015,615652789536972800,Nearly 1/3 of Americans have no #retirement #savings. What this means for you:  http://t.co/g1bpbsVJvl http://t.co/HmTPljMoV8,PersonalCapital,0,2
Mon Jun 29 20:07:19 +0000 2015,615612532158414848,Packing for a summer getaway? You may want to get these #financial ducks in a row first:  http://t.co/j5RjR0vgu8 http://t.co/OFKJCinSjq,PersonalCapital,0,3
Fri Jun 26 23:12:18 +0000 2015,614571920382562304,Get the latest on global #markets in this week's Market Digest! More here: http://t.co/1lEu9aSNDV http://t.co/7LBszuwIxP,PersonalCapital,0,1
Fri Jun 26 16:52:14 +0000 2015,614476273063084032,Haven't tried out our new Retirement Planner yet? Let us show you how it works:  http://t.co/yka5X9ioOL,PersonalCapital,1,1
Thu Jun 25 20:18:37 +0000 2015,614165822898962432,"Personal Capital cheering on their hometown team, @SFGiants! #WeAreSF http://t.co/9IBNzEJDki",PersonalCapital,1,5
Thu Jun 25 18:01:07 +0000 2015,614131221929558018,Introducing Retirement Planner From Personal Capital: http://t.co/PbDYP15diq via @YouTube,PersonalCapital,0,0
Thu Jun 25 16:46:13 +0000 2015,614112371812888576,"We're on @CNBC with @sharon_epperson talking #retirement, #fintech, and #roboadvisors. Get the scoop here:  http://t.co/TM5qKQxryq",PersonalCapital,3,3
Thu Jun 25 14:52:42 +0000 2015,614083803502374913,RT @sharon_epperson: Q. How can a robo-advisor help you reboot your #retirement? A. http://t.co/KuoOCpHGvi #RetireWell h/t @PersonalCapital\u2026,PersonalCapital,3,0
Wed Jun 24 16:02:55 +0000 2015,613739085987840000,CEO Bill Harris talks Retirement Planner and more on Bloomberg West! Check it out here with @emilychangtv: http://t.co/htDoIC83bE,PersonalCapital,0,0
Tue Jun 23 23:32:15 +0000 2015,613489778533609473,"Take 30 minutes to check these items off your financial to-do list, and you could save thousands, via @themotleyfool http://t.co/UM1zJqUkwO",PersonalCapital,2,2
Tue Jun 23 20:41:25 +0000 2015,613446784241659904,Live now! Our CEO Bill Harris chats with @emilychangtv at @BloombergWest! http://t.co/FWPWDyXNnG,PersonalCapital,0,1
Tue Jun 23 20:39:12 +0000 2015,613446226927751168,"RT @Temple_West: @LaborSec touts four tech firms, @retirewell @PersonalCapital @rebalanceira @Wealthfront, who support 'fiduciary' rule. @P\u2026",PersonalCapital,3,0
Tue Jun 23 20:31:14 +0000 2015,613444223635828737,Be sure to turn on @BloombergWest in a few minutes to watch our CEO Bill Harris chat with @emilychangtv!,PersonalCapital,0,0
Tue Jun 23 18:31:06 +0000 2015,613413990710915072,Ready to ask for a #raise? Here's how to do it the right way. http://t.co/kmOqLYTzOw http://t.co/SUsG9R8DJi,PersonalCapital,0,2
Tue Jun 23 16:35:28 +0000 2015,613384888515825664,What are the top 10 secrets to making #socialsecurity work for you? Find out here via @usatoday:  http://t.co/LlrXyKYsdw,PersonalCapital,0,1
Mon Jun 22 21:03:11 +0000 2015,613089875194044416,Our friends at @Forbes took our new Retirement Planner for a spin! Check it out here: http://t.co/o44PaAVGMc http://t.co/wQvcYQ9ocq,PersonalCapital,4,4
Mon Jun 22 16:38:15 +0000 2015,613023200222380032,"Are you ready for #retirement? Find out now, with our new Retirement Planner! http://t.co/4oD5lR5tVY http://t.co/Hd90w6Bs9P",PersonalCapital,3,5
Fri Jun 19 21:58:12 +0000 2015,612016558555049984,"What's the real problem today's investors face? Chaos, says Bill Harris, in the @nytimes: http://t.co/3i36YizpQu",PersonalCapital,0,0
Fri Jun 19 16:28:17 +0000 2015,611933530608697344,The #FiduciaryStandard debate continues this week. Get the latest via @InsNewsNet: http://t.co/OjcffPg4MZ,PersonalCapital,0,0
Thu Jun 18 22:27:15 +0000 2015,611661479167680512,We love reading @WSJpersfinance &amp; had a blast meeting w/ the #wsjperfi team this week. We'll miss you &amp; your commitment to great journalism!,PersonalCapital,1,3
Thu Jun 18 18:45:41 +0000 2015,611605720497176577,It's official! We're in Financial Times' Top 300 Registered Investment Advisers in America: http://t.co/MvBasCwP4m http://t.co/vz1oTn4AAK,PersonalCapital,6,5
Wed Jun 17 18:45:46 +0000 2015,611243351749177344,Hunting for that dream #vacation property? Here's what to consider first: http://t.co/jab7MkWqFr http://t.co/k8B91LjPmY,PersonalCapital,0,0
Wed Jun 17 17:38:14 +0000 2015,611226358924980225,Stay tuned for details on Bill Harris' appearance on CNBC's #RetireWell series! Coming soon. http://t.co/PgtdjiAQtK http://t.co/EkehMwjmeD,PersonalCapital,1,0
Tue Jun 16 22:57:27 +0000 2015,610944302630465536,"RT @jeffliwag: Investing advice every young person needs to heed, from @PersonalCapital https://t.co/jyjo4tilTj",PersonalCapital,2,0
Tue Jun 16 18:02:02 +0000 2015,610869961016385536,The struggle between paying debts and saving for retirement is real. How to strike a balance:  http://t.co/fVTAgV8zqs http://t.co/8SaHZTnKk9,PersonalCapital,2,1
Tue Jun 16 16:35:30 +0000 2015,610848181195161600,What does a $0.16 wage gap between men and women mean for the whole family? Find out in today's blog: http://t.co/G0qPzo1afu,PersonalCapital,1,0
Mon Jun 15 21:25:28 +0000 2015,610558768951078912,A large segment of America's #rich are living paycheck to paycheck. Our blog reveals why: http://t.co/OQYOiwp1Cb http://t.co/qIfzvlOWan,PersonalCapital,4,4
Mon Jun 15 19:25:28 +0000 2015,610528570004238336,"Got #kids? Include these 11 #finance terms in your parental lesson plan, via @Jennifer_Woods: http://t.co/4era8Fr4cM http://t.co/eJpuI1twYe",PersonalCapital,0,0
Mon Jun 15 16:40:43 +0000 2015,610487107631452160,"By next #tax season, tax-related #IDtheft could be on the decline. Read on via @CNNMoney: http://t.co/iOgtBUk8xR http://t.co/v5LOlYGOTq",PersonalCapital,0,0
Fri Jun 12 22:32:22 +0000 2015,609488441537986561,"In markets this week, news of a Greek bailout plan drove short term moves. Get the scoop: http://t.co/07czulcnuX http://t.co/PMJl80dvKK",PersonalCapital,1,2
Fri Jun 12 16:47:15 +0000 2015,609401588533231616,"From San Diego to Atlanta, @CNNMoney reveals the best (and worst) places to rent in America:  http://t.co/n7PzZk2mln http://t.co/wgDwZ3y3xv",PersonalCapital,0,0
Thu Jun 11 23:02:15 +0000 2015,609133574512480256,"We'll be live on The Money Show, July 16-18! Join us at the Marriott Marquis in San Francisco. http://t.co/7mKHYeT5tI http://t.co/jmFyfSkAF1",PersonalCapital,0,0
Thu Jun 11 21:50:57 +0000 2015,609115628457164800,America's highest earners are living paycheck to paycheck for one main reason... Uncover what it is in today's blog! http://t.co/ohRNhTIRfZ,PersonalCapital,0,4
Thu Jun 11 20:11:16 +0000 2015,609090542207574017,"Think #renting means missing out on building #wealth? Think again, via @USNewsMoney http://t.co/WIzI2d9UIh http://t.co/P9JwUXXCwS",PersonalCapital,1,3
Wed Jun 10 22:49:34 +0000 2015,608767993372221440,Have you had the #money talk with your #teen? How to get started: http://t.co/3Vgy35xTyK http://t.co/3hRCwebWEI http://t.co/tbuhe6XRGN,PersonalCapital,0,1
Wed Jun 10 21:51:16 +0000 2015,608753322976133121,What are the 3 most important numbers in #personalfinance? @buildingbread has the scoop: http://t.co/vOIISJmjWk http://t.co/RNCcY4t3VG,PersonalCapital,0,4
Wed Jun 10 16:59:13 +0000 2015,608679822244511745,"CEO Bill Harris talks #inflation, and how investors can manage the risk, via @CNBC - http://t.co/VdmU4LmfTJ",PersonalCapital,0,1
Tue Jun 09 23:05:26 +0000 2015,608409596944855040,#Inflation getting you down? Treasury Inflation-Protected Securities may be just the ticket. http://t.co/44yX1mhu6u,PersonalCapital,0,0
Tue Jun 09 18:44:14 +0000 2015,608343862843686913,"Got a glass of wine and time for a chat? According to @practicalplans, that's a great start towards #estateplanning: http://t.co/7tjtTNCKmk",PersonalCapital,0,0
Tue Jun 09 18:17:13 +0000 2015,608337067513417728,RT @gogirlfinance: Jobs and wages on the rise \u2013 what else is up in the US market? http://t.co/gJGK0sydH4 via @PersonalCapital,PersonalCapital,1,0
Mon Jun 08 21:43:10 +0000 2015,608026505390604289,"The 3 biggest waves to come in #FinancialServices? Digital tech, passive management, and the #fiduciary standard: http://t.co/2ZeW8WO3tb",PersonalCapital,0,1
Mon Jun 08 17:04:30 +0000 2015,607956376132804608,Affording a #home isn't easy when you're a #Millennial. And here's why: http://t.co/1TjXCapJhw http://t.co/ayD0GqGd8A,PersonalCapital,1,0
Fri Jun 05 23:57:07 +0000 2015,606973054401454081,#Jobs and #wages on the rise in this week's Market Recap. Check out what else is new: https://t.co/wrKHOIa115,PersonalCapital,1,1
Fri Jun 05 17:38:03 +0000 2015,606877656429174784,"""The more you track your spending, the easier it is to recalibrate when needed"". More tips from our CEO: http://t.co/k8xyLlOFTO via @Slate",PersonalCapital,0,0
Thu Jun 04 17:06:11 +0000 2015,606507251428253696,Is your #pet a #money pit? Our dog-loving Senior Brand Manager breaks down the cost of cosmopolitan pooch ownership: https://t.co/NtI6ezYNxt,PersonalCapital,0,2
Thu Jun 04 16:24:07 +0000 2015,606496663566323712,"1/3 of workers have less than $1,000 tucked away for #retirement. More on this terrifying trend: http://t.co/I99dxFJRva via @FortuneMagazine",PersonalCapital,2,5
Wed Jun 03 22:27:51 +0000 2015,606225813634088960,Got a #recentgraduate in your life? Help them build great #credit with these 7 recommended cards: http://t.co/fnqrGRHMvN via @laurengensler,PersonalCapital,0,0
Wed Jun 03 18:15:40 +0000 2015,606162349486006273,Did you catch Bill Harris' @CNBC interview yesterday? See how Personal Capital stands apart: http://t.co/kHphzbZ5SQ http://t.co/4xxgzVvMgJ,PersonalCapital,2,2
Wed Jun 03 17:05:58 +0000 2015,606144809124765697,48% of retired #BabyBoomers want to work in #retirement but can't. What this means for your golden years planning: http://t.co/fOURcDbhJ0,PersonalCapital,1,3
Tue Jun 02 20:02:25 +0000 2015,605826825688776704,Love #sports #analytics? Use that passion to get your finances in check: via @ArunSundaresan  http://t.co/xb7KrZoMbZ http://t.co/Oz6EkunOwW,PersonalCapital,1,1
Tue Jun 02 18:12:20 +0000 2015,605799121841037314,How is Personal Capital unique from other #fintech players? Bill Harris tells all via @CNBC: http://t.co/aQBaeQn2ZX http://t.co/N7LqNdKk47,PersonalCapital,5,10
Tue Jun 02 16:22:14 +0000 2015,605771412352024576,CEO Bill Harris joins @BobPisani and @HardeepW at #Xfinance to chat hybrid #wealthmanagement  http://t.co/vQ1K0nIpfR http://t.co/JLzo1BXpKj,PersonalCapital,3,2
Tue Jun 02 16:13:56 +0000 2015,605769324096151552,RT @xfinance: Now on stage at #xfinance: @BillHarris1204 - CEO of @PersonalCapital and former CEO of @PayPal http://t.co/nDGiidNtUm,PersonalCapital,2,0
Mon Jun 01 23:54:11 +0000 2015,605522765148348416,"What's the real difference between #Millennials and their parents? #Debt, recessions, and technology: http://t.co/eOsokHD4UE",PersonalCapital,2,4
Mon Jun 01 19:28:43 +0000 2015,605455955271122944,Join us at Exponential Finance 2015 tomorrow to see Bill Harris live! More here: http://t.co/CGzLS1fhJR #xfinance via @CNBC @singularityu,PersonalCapital,0,0
Mon Jun 01 16:43:10 +0000 2015,605414293517930498,Miss Friday's weekly market recap? Check it out here: https://t.co/UR1PE2RLvz #Greece #debtcrisis #finance,PersonalCapital,0,1
